building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
98,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,105,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
99,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,14,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
100,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,44,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
101,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,61,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
102,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,14,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
103,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,125,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
104,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,46,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
105,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,23,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
106,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,43,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
107,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,35,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
108,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,100,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
109,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,98,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
110,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,15,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5.5,1.0,pass
111,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,39,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
112,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
113,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,42,yes,no,yes,America/Toronto,rp884,713715-99999,3.7,1.0,pass
114,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,6,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
115,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,39,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
116,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
117,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,41,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
118,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,44,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
119,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,41,yes,no,yes,America/Toronto,rp884,713715-99999,3.7,1.0,pass
120,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,713715-99999,3.7,1.0,pass
121,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,31,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
122,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1.0,pass
123,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,37,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
124,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
125,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
126,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,38,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
127,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
128,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
129,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,44,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
130,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
131,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
132,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,30,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
133,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,0.2,1.0,pass
134,no,Richard de Dear,https://doi.org/10.1007/BF01041840,asia,singapore,singapore,1.352083,103.819836,wet equatorial,office,air conditioned,1986,235,no,no,yes,Asia/Singapore,rp884,NA,NA,1.0,pass
135,no,Richard de Dear,https://doi.org/10.1007/BF01041840,asia,singapore,singapore,1.352083,103.819836,wet equatorial,office,naturally ventilated,1987,583,no,no,yes,Asia/Singapore,rp884,NA,NA,1.0,pass
136,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,air conditioned,1988,389,yes,no,yes,Asia/Bangkok,NA,484550-99999,7.5,1.0,pass
137,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,naturally ventilated,1988,193,yes,no,yes,Asia/Bangkok,rp884,484550-99999,7.5,1.0,pass
