building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
643,yes,Shivraj Dhaka & Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate. Windsor Conference: Counting the Cost of Comfort in a Changing world, Cumberland Lodge, Windsor, UK",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,naturally ventilated,2011,10,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10146,2
644,yes,Shivraj Dhaka & Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate. Windsor Conference: Counting the Cost of Comfort in a Changing world, Cumberland Lodge, Windsor, UK",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,air conditioned,2011,474,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10146,2
645,yes,Shivraj Dhaka & Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate. Windsor Conference: Counting the Cost of Comfort in a Changing world, Cumberland Lodge, Windsor, UK",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,mixed mode,2011,160,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10146,2
646,yes,Jorn Toftum,Indoor Climate Survey at Espergaerde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,europe,denmark,elsinore,56.030787,12.592127,temperate oceanic,classroom,naturally ventilated,2012,170,yes,no,no,Europe/Copenhagen,NA,NA,NA,2
647,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,101,no,yes,yes,Asia/Kolkata,NA,432790-99999,13861,2
648,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,mixed mode,2012,1527,no,yes,yes,Asia/Kolkata,NA,432790-99999,13861,2
649,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,152,no,yes,yes,Asia/Kolkata,NA,432790-99999,13861,2
650,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,mixed mode,2012,1127,no,yes,yes,Asia/Kolkata,NA,432790-99999,13861,2
651,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,air conditioned,2012,70,no,yes,yes,Asia/Kolkata,NA,431280-99999,7937,2
652,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,mixed mode,2012,1830,no,yes,yes,Asia/Kolkata,NA,431280-99999,7937,2
653,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,naturally ventilated,2012,58,no,yes,yes,Asia/Kolkata,NA,431280-99999,7937,2
654,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,air conditioned,2012,63,no,yes,yes,Asia/Kolkata,ghcn_d,431280-99999,7937,2
655,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,mixed mode,2012,1085,no,yes,yes,Asia/Kolkata,NA,431280-99999,7937,2
656,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,naturally ventilated,2012,35,no,yes,yes,Asia/Kolkata,ghcn_d,431280-99999,7937,2
657,yes,Yufeng Zhang,https://doi.org/10.3969/j.issn.1674-4764.2013.02.017,asia,china,chaozhou,23.6566999,116.62296,humid subtropical,multifamily housing,naturally ventilated,2006,376,no,no,yes,Asia/Shanghai,NA,593160-99999,29225,2
658,yes,Hyojin Kim,"Kim, H. 2012. Methodology for rating a building's overall performance based on the ASHRAE/CIBSE/USGBC Performance Measurement Protocols for Commercial Buildings. Ph.D. dissertation, Department of Architecture, Texas A&M University.",americas,usa,texas,31.9685988,-99.9018131,humid subtropical,office,air conditioned,2011,84,yes,yes,yes,America/Chicago,original_data,999999-03072,33842,2
659,yes,Kyle Konis,https://doi.org/10.1016/j.buildenv.2012.09.017,americas,usa,san francisco,37.7749295,-122.4194155,warm-summer mediterranean,office,mixed mode,2010,1920,no,no,yes,America/Los_Angeles,ghcn_d,994016-99999,5369,2
660,yes,Kyle Konis,https://doi.org/10.1016/j.buildenv.2012.09.017,americas,usa,san francisco,37.7749295,-122.4194155,warm-summer mediterranean,office,mixed mode,2010,562,no,no,yes,America/Los_Angeles,ghcn_d,994016-99999,5369,2
661,yes,Kwok Alison,https://doi.org/10.1016/S0038-092X(03)00147-6,asia,japan,tokyo,35.6761919,139.6503106,humid subtropical,classroom,air conditioned,2000,31,yes,no,yes,Asia/Tokyo,NA,476713-99999,6316,2
662,yes,Kwok Alison,https://doi.org/10.1016/S0038-092X(03)00147-6,asia,japan,tokyo,35.6761919,139.6503106,humid subtropical,classroom,naturally ventilated,2000,43,yes,no,yes,Asia/Tokyo,ghcn_d,476713-99999,6316,2
663,yes,Chungyoon Chun,https://doi.org/10.1016/j.buildenv.2011.04.028,asia,south korea,seoul,37.566535,126.9779692,monsoon-influenced hot-summer humid continental,office,air conditioned,2007,191,yes,yes,yes,Asia/Seoul,ghcn_d,471080-99999,969,2
664,yes,Chungyoon Chun,https://doi.org/10.1016/j.buildenv.2011.04.028,asia,south korea,seoul,37.566535,126.9779692,monsoon-influenced hot-summer humid continental,office,mixed mode,2007,71,yes,yes,yes,Asia/Seoul,NA,471080-99999,969,2
665,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,799,no,no,no,America/New_York,original_data,NA,NA,2
666,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,566,no,no,no,America/New_York,original_data,NA,NA,2
667,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,587,no,no,no,America/New_York,original_data,NA,NA,2
668,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,545,no,no,no,America/New_York,original_data,NA,NA,2
669,yes,Yufeng Zhang,"Li Junge,Yang Liu,Lia Jiaping. Adaptive thermal comfort model for hot summer and cold winter zone. HV&AC, 2008, 38(7):20-24.",asia,china,nanyang,32.9907299,112.52851,humid subtropical,others,NA,2006,275,no,no,no,Asia/Shanghai,NA,NA,NA,2
670,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2015,280,yes,yes,yes,Asia/Kolkata,ghcn_d,426470-99999,8905,2
671,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2015,153,yes,yes,yes,Asia/Kolkata,ghcn_d,426470-99999,8905,2
672,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,NA,140,yes,yes,no,Asia/Kolkata,NA,NA,NA,2
673,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,52.3449256,-1.9718103,hot-summer mediterranean,multifamily housing,mixed mode,2015,41,yes,no,yes,Europe/London,original_data,035290-99999,22096,2
674,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,52.3449256,-1.9718103,hot-summer mediterranean,multifamily housing,naturally ventilated,2015,372,yes,no,yes,Europe/London,original_data,035290-99999,22096,2
675,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,52.3449256,-1.9718103,hot-summer mediterranean,multifamily housing,mixed mode,2015,7,yes,no,yes,Europe/London,original_data,035290-99999,22096,2
676,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,52.3449256,-1.9718103,hot-summer mediterranean,multifamily housing,naturally ventilated,2015,89,yes,no,yes,Europe/London,ghcn_d,035290-99999,22096,2
677,yes,Maohui Luo,https://doi.org/10.1016/j.enbuild.2016.05.096,asia,china,shanghai,31.230416,121.473701,humid subtropical,classroom,naturally ventilated,2012,360,no,no,yes,Asia/Shanghai,ghcn_d,583670-99999,13597,2
678,yes,Maohui Luo,https://doi.org/10.1016/j.enbuild.2016.05.096,asia,china,shanghai,31.230416,121.473701,humid subtropical,classroom,naturally ventilated,2012,1450,no,no,yes,Asia/Shanghai,ghcn_d,583670-99999,13597,2
679,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,mixed mode,2012,727,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2
680,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,naturally ventilated,2012,258,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2
681,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,mixed mode,2012,355,categorical,yes,yes,Asia/Kolkata,NA,426470-99999,8905,2
682,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,naturally ventilated,2012,167,categorical,yes,yes,Asia/Kolkata,NA,426470-99999,8905,2
683,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,12.9715987,77.5945627,tropical wet savanna,office,air conditioned,2013,200,categorical,yes,yes,Asia/Kolkata,ghcn_d,432950-99999,1355,2
684,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,12.9715987,77.5945627,tropical wet savanna,office,naturally ventilated,2013,160,categorical,yes,yes,Asia/Kolkata,ghcn_d,432950-99999,1355,2
685,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,12.9715987,77.5945627,tropical wet savanna,office,air conditioned,2012,424,categorical,yes,yes,Asia/Kolkata,ghcn_d,432950-99999,1355,2
686,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,12.9715987,77.5945627,tropical wet savanna,office,naturally ventilated,2012,367,categorical,yes,yes,Asia/Kolkata,NA,432950-99999,1355,2
687,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,399,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13861,2
688,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,naturally ventilated,2012,189,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13861,2
689,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,200,categorical,yes,yes,Asia/Kolkata,NA,432790-99999,13861,2
690,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,naturally ventilated,2012,90,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13861,2
691,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,air conditioned,2012,430,categorical,yes,yes,Asia/Kolkata,ghcn_d,421810-99999,15257,2
692,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,mixed mode,2012,525,categorical,yes,yes,Asia/Kolkata,NA,421810-99999,15257,2
693,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,air conditioned,2012,196,categorical,yes,yes,Asia/Kolkata,NA,421810-99999,15257,2
694,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,mixed mode,2012,237,categorical,yes,yes,Asia/Kolkata,ghcn_d,421810-99999,15257,2
695,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,mixed mode,2012,425,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2
696,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,naturally ventilated,2012,533,categorical,yes,yes,Asia/Kolkata,ghcn_d,NA,NA,2
697,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,mixed mode,2012,207,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2
698,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,shimla,31.1048145,77.1734033,subtropical highland,office,naturally ventilated,2012,241,categorical,yes,yes,Asia/Kolkata,ghcn_d,NA,NA,2
699,yes,Kazuyo Tsuzuki,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A., Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",asia,japan,tsukuba,36.0835255,140.0764454,humid subtropical,multifamily housing,mixed mode,2005,463,no,no,yes,Asia/Tokyo,NA,NA,NA,2
700,yes,Kazuyo Tsuzuki,"Nakamura Y., Yokoyama S., Tsuzuki K., Miyamato S., Ishii A., Tsutsumi J., Okamato T. (2008) Method for Simultaneous Measurement of the Occupied Environment Temperature in Various Areas for Grasp of Adaptation to Cilinate in Daily Life . J. Human and Livi",asia,japan,tsukuba,36.0835255,140.0764454,humid subtropical,multifamily housing,NA,2005,179,no,no,yes,Asia/Tokyo,NA,NA,NA,2
701,yes,Hana Pustayova,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.",europe,slovakia,bratislava,48.1485965,17.1077477,temperate oceanic,multifamily housing,naturally ventilated,2011,480,no,no,no,Europe/Bratislava,NA,NA,NA,2
702,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,colima,19.2452342,-103.7240868,tropical wet savanna,multifamily housing,mixed mode,2006,351,no,no,yes,America/Mexico_City,NA,766580-99999,15856,2
703,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,colima,19.2452342,-103.7240868,tropical wet savanna,multifamily housing,mixed mode,2006,257,no,no,yes,America/Mexico_City,NA,766580-99999,15856,2
704,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,culiacan,24.8090649,-107.3940117,tropical dry savanna,multifamily housing,mixed mode,2008,152,no,no,yes,America/Mazatlan,NA,764120-99999,9542,2
705,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,hermosillo,29.0729673,-110.9559192,hot desert,multifamily housing,mixed mode,2006,145,no,no,yes,America/Hermosillo,NA,761600-99999,9318,2
706,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,hermosillo,29.0729673,-110.9559192,hot desert,multifamily housing,mixed mode,2007,56,no,no,yes,America/Hermosillo,NA,761600-99999,9318,2
707,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,merida,20.9673702,-89.5925857,tropical wet savanna,multifamily housing,mixed mode,2007,150,no,no,yes,America/Merida,NA,766440-99999,7594,2
708,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,merida,20.9673702,-89.5925857,tropical wet savanna,multifamily housing,mixed mode,2008,150,no,no,yes,America/Merida,NA,766440-99999,7594,2
709,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,mexicali,32.6245389,-115.4522623,hot desert,multifamily housing,mixed mode,2006,39,no,no,yes,America/Tijuana,NA,760053-99999,19726,2
710,yes,Ramona Romero,https://doi.org/10.1016/j.renene.2012.01.017,americas,mexico,mexicali,32.6245389,-115.4522623,hot desert,multifamily housing,mixed mode,2006,123,no,no,yes,America/Tijuana,NA,760053-99999,19726,2
711,yes,Tham Kwok Wai,https://doi.org/10.1111/j.1600-0668.2003.00191.x,asia,singapore,singapore,1.352083,103.819836,tropical rainforest,office,air conditioned,1996,216,no,no,no,Asia/Singapore,NA,NA,NA,2
712,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
713,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
714,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
715,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,imphal,24.8170111,93.9368439,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
716,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
717,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
718,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
719,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,shilong,25.5787726,91.8932535,humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
720,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
721,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
722,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
723,yes,Manoj Singh,https://doi.org/10.1016/j.buildenv.2009.06.009,asia,india,tezpur,26.6528495,92.7925592,monsoon-influenced humid subtropical,multifamily housing,naturally ventilated,2008,25,no,no,no,Asia/Kolkata,NA,NA,NA,2
724,yes,Manoj Singh,https://doi.org/10.2298/TSCI1403889S,europe,belgium,liege,50.6329586,5.5697498,temperate oceanic,multifamily housing,naturally ventilated,2013,85,categorical,no,no,Europe/Brussels,NA,NA,NA,2
725,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639000000004,107.6191228,tropical,office,air conditioned,2015,91,yes,no,yes,Asia/Jakarta,NA,967810-99999,5106,2.1
726,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639000000004,107.6191228,tropical,office,mixed mode,2015,150,yes,no,yes,Asia/Jakarta,NA,967810-99999,5106,2.1
727,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,indonesia,bandung,-6.9174639000000004,107.6191228,tropical,office,naturally ventilated,2015,159,yes,no,yes,Asia/Jakarta,NA,967810-99999,5106,2.1
728,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,setagaya,35.6465615,139.6532924,temperate,office,air conditioned,2015,251,yes,no,yes,Asia/Tokyo,NA,476713-99999,7089,2.1
729,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,setagaya,35.6465615,139.6532924,temperate,office,naturally ventilated,2015,31,yes,no,yes,Asia/Tokyo,NA,476713-99999,7089,2.1
730,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,yokohama,35.4436739,139.6379639,temperate,office,air conditioned,2015,167,yes,no,yes,Asia/Tokyo,NA,476700-99999,1614,2.1
731,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,japan,yokohama,35.4436739,139.6379639,temperate,office,naturally ventilated,2015,6,yes,no,yes,Asia/Tokyo,NA,476700-99999,1614,2.1
732,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,kuala lumpur,3.139003,101.686855,tropical,office,air conditioned,2015,629,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,15349,2.1
733,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,kuala lumpur,3.139003,101.686855,tropical,office,naturally ventilated,2015,23,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,15349,2.1
734,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,shah alam,3.073281,101.518461,tropical,office,air conditioned,2015,99,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,7267,2.1
735,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,malaysia,shah alam,3.073281,101.518461,tropical,office,air conditioned,2015,387,yes,no,yes,Asia/Kuala_Lumpur,NA,486470-99999,7267,2.1
736,yes,Siti Aisyah Damiati,https://doi.org/10.1016/j.buildenv.2016.09.024,asia,singapore,singapore,1.352083,103.819836,tropical,office,air conditioned,2015,56,yes,no,yes,Asia/Singapore,NA,486990-99999,8997,2.1
737,yes,John L. Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,classroom,naturally ventilated,1998,109,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9372,2
738,yes,John L. Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,mixed mode,1999,56,no,no,yes,Europe/Paris,original_data,074800-99999,9372,2
739,yes,John L. Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,office,naturally ventilated,1999,15,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9372,2
740,yes,John L. Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,others,air conditioned,1998,12,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9372,2
741,yes,John L. Stoops,"Stoops, J. L.The thermal environmentand occupant perceptions in European office buildings. Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.",europe,france,lyon,45.764043,4.835659,temperate oceanic,classroom,naturally ventilated,1998,122,no,no,yes,Europe/Paris,ghcn_d,074800-99999,9372,2
