building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
1,no,David Rowe,NA,oceania,australia,sydney,-33.8688197,151.2092955,humid subtropical,office,mixed mode,1995,170,no,no,yes,Australia/Sydney,rp884,947680-99999,2264,1
2,no,David Rowe,NA,oceania,australia,sydney,-33.8688197,151.2092955,humid subtropical,office,air conditioned,1996,83,no,no,yes,Australia/Sydney,rp884,947680-99999,2264,1
3,no,Fred Baumann,NA,americas,usa,grand rapids,42.9633599,-85.6680863,humid midlatitude,office,air conditioned,1992,85,no,no,yes,America/Detroit,rp884,726350-94860,14896,1
4,no,David Rowe,NA,oceania,australia,sydney,-33.8688197,151.2092955,humid subtropical,office,mixed mode,1995,137,no,no,yes,Australia/Sydney,NA,947680-99999,2264,1
5,no,Gail Brager,"Benton, C. C. & Brager, G. S. Advanced Customer Technology Test (ACT2) Verifone Progress Report.",americas,usa,auburn,32.6098566,-85.4807825,mediterranean,office,air conditioned,1993,128,no,no,yes,America/Chicago,rp884,722288-99999,2110,1
6,no,Gail Brager,"Benton, C. C. and Brager, G. S. (1994) Sunset Building: Final Report; A study of occupant thermal comfort in support of PG&E's advanced customer technology test (ACT2) for Maximum Energy Efficiency.",americas,usa,san ramon,37.7643595,-121.9539616,mediterranean,office,air conditioned,1993,96,no,no,yes,America/Los_Angeles,rp884,724935-99999,17989,1
7,no,Gail Brager,"Benton, C. C. and Brager, G. S. (1994) Sunset Building: Final Report; A study of occupant thermal comfort in support of PG&E's advanced customer technology test (ACT2) for Maximum Energy Efficiency.",americas,usa,san ramon,37.7643595,-121.9539616,mediterranean,office,air conditioned,1991,152,no,no,yes,America/Los_Angeles,rp884,724927-99999,14026,1
8,no,Gail Brager,"Benton, C. C. and Brager, G. S. (1994) Sunset Building: Final Report; A study of occupant thermal comfort in support of PG&E's advanced customer technology test (ACT2) for Maximum Energy Efficiency.",americas,usa,san ramon,37.7643595,-121.9539616,mediterranean,office,air conditioned,1992,133,no,no,yes,America/Los_Angeles,rp884,724935-99999,17989,1
9,no,Gail Brager,"Benton, C. et al. Advanced Customer Technology Test (ACT2) CSAA Progress Report.",americas,usa,antioch,38.0049214,-121.805789,mediterranean,office,air conditioned,1995,111,no,no,yes,America/Los_Angeles,rp884,NA,NA,1
10,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1992,17,no,no,yes,Europe/London,rp884,036130-99999,7906,1
11,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1992,15,no,no,yes,Europe/London,rp884,036130-99999,7906,1
12,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1992,32,no,no,yes,Europe/London,rp884,036130-99999,7906,1
13,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1993,16,no,no,yes,Europe/London,rp884,NA,NA,1
14,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1992,16,no,no,yes,Europe/London,rp884,036130-99999,7906,1
15,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1993,6,no,no,yes,Europe/London,rp884,NA,NA,1
16,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1993,9,no,no,yes,Europe/London,rp884,NA,NA,1
17,no,Jill Brown,"Brown, J. C. (1995). Thermal Comfort Studies in Modern Industrial Buildings, Ph.D. Thesis, University of Wales, Cardiff.",europe,uk,south wales,51.6858341,-3.3821421,west coast marine,office,air conditioned,1993,7,no,no,yes,Europe/London,rp884,NA,NA,1
18,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,31,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
19,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,15,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
20,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,10,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
21,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
22,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,80,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
23,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,53,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
24,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,35,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
25,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
26,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
27,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,10,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
28,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,24,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
29,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,12,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
30,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,25,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
31,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
32,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,32,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
33,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,12,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
34,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,16,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
35,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,39,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
36,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,95,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
37,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,31,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
38,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,14,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
39,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,38,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
40,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,30,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
41,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,85,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
42,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,58,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
43,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,47,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
44,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,23,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
45,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
46,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,11,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
47,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,14,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
48,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,26,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
49,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,30,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
50,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
51,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,33,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
52,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,92,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
53,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,29,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
54,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,17,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
55,no,Richard de Dear,"Cena, K., & de Dear, R. J. (1999). Field study of occupant comfort and office thermal environments in a hot, arid climate. ASHRAE Transactions, 105.",oceania,australia,kalgoorlie,-30.749,121.466,hot arid,office,air conditioned,1997,60,yes,no,yes,Australia/Perth,rp884,946370-99999,4469,1
56,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,air conditioned,1983,195,categorical,no,yes,Australia/Brisbane,NA,945760-99999,1557,1
57,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,air conditioned,1983,102,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
58,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,air conditioned,1983,69,categorical,no,yes,Australia/Brisbane,NA,945760-99999,1557,1
59,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,air conditioned,1983,114,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
60,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,air conditioned,1984,84,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
61,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,naturally ventilated,1984,157,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
62,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,naturally ventilated,1984,124,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
63,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,naturally ventilated,1984,69,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
64,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,naturally ventilated,1984,212,categorical,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
65,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,brisbane,-27.4704528,153.0260341,humid subtropical,office,naturally ventilated,1984,49,no,no,yes,Australia/Brisbane,rp884,945760-99999,1557,1
66,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,14,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
67,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,12,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
68,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,133,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
69,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,81,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
70,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,97,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
71,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,52,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
72,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,53,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
73,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,50,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
74,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,100,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
75,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,58,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
76,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,157,categorical,no,yes,Australia/Darwin,NA,NA,NA,1
77,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,58,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
78,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,49,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
79,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,48,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
80,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,darwin,-12.4637333,130.8444446,tropical savanna,office,air conditioned,1982,85,categorical,no,yes,Australia/Darwin,rp884,941200-99999,6477,1
81,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,air conditioned,1983,83,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
82,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,air conditioned,1982,243,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
83,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,air conditioned,1982,102,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
84,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,air conditioned,1983,84,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
85,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,naturally ventilated,1983,127,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
86,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,naturally ventilated,1983,412,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
87,no,Richard de Dear,"de Dear, R. J. & Auliciems, A. (1985). Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies. ASHRAE Transactions, 91(2).",oceania,australia,melbourne,-37.8136276,144.9630576,temperature marine,office,naturally ventilated,1983,16,categorical,no,yes,Australia/Melbourne,rp884,NA,NA,1
88,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,56,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
89,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,63,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
90,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,19,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
91,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,82,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
92,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,22,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
